,RaceID,Web,Party,PartyID,Name,CandID,Votes,Share_x,Source,Source Link,Office,Contributor Name,ContributorID,Turnout,Type,Term Start Year,Term Start Month,Term End Year,Term End Month,Poll Year,Poll Month,State,County,City,Share_y,Index
4933,551814, , Nonpartisan,92, Jerry Lawler,13263,85,0.08, , http://www.shelbyvote.com/scVote/dotShowDoc/scvote/ElectionReport/Content/ESR%20101509.pdf, Mayor, Servo,83,16.33, Special Election,2009,10,2012.0,1.0,2009,10, Tennessee , Shelby , Memphis ,1.13,1625.0
4934,551814, , Nonpartisan,92," Kenneth Whalum, Jr.",218755,54,0.05, , http://www.shelbyvote.com/scVote/dotShowDoc/scvote/ElectionReport/Content/ESR%20101509.pdf, Mayor, Servo,83,16.33, Special Election,2009,10,2012.0,1.0,2009,10, Tennessee , Shelby , Memphis ,1.13,1625.0
4935,551814, http://www.shelbynet.com/Default.aspx?alias=www.shelbynet.com/jwill, Nonpartisan,92, County Commissioner John Willingham,8915,51,0.05, , http://www.shelbyvote.com/scVote/dotShowDoc/scvote/ElectionReport/Content/ESR%20101509.pdf, Mayor, Servo,83,16.33, Special Election,2009,10,2012.0,1.0,2009,10, Tennessee , Shelby , Memphis ,1.13,1625.0
4936,739499, http://acwharton.com/, Nonpartisan,92, (I) Mayor A C Wharton,6646,169,0.23, , http://commercialappealapps.com/election/total/, Mayor, RBH,1989,11.03, General Election,2012,1,2016.0,1.0,2011,10, Tennessee , Shelby , Memphis ,0.53,2372.0
4937,739499, , Nonpartisan,92," City Councilmember Edmund Ford, Sr.",163460,140,0.19, , http://commercialappealapps.com/election/total/, Mayor, RBH,1989,11.03, General Election,2012,1,2016.0,1.0,2011,10, Tennessee , Shelby , Memphis ,0.53,2372.0
4938,739499, , Nonpartisan,92, County Commissioner James Harvey,95224,79,0.11, , http://commercialappealapps.com/election/total/, Mayor, RBH,1989,11.03, General Election,2012,1,2016.0,1.0,2011,10, Tennessee , Shelby , Memphis ,0.53,2372.0
4939,739499, , Nonpartisan,92, Kenneth B. Robinson,278762,,, , http://commercialappealapps.com/election/total/, Mayor, RBH,1989,11.03, General Election,2012,1,2016.0,1.0,2011,10, Tennessee , Shelby , Memphis ,0.53,2372.0
4940,796324, , Nonpartisan,92, City Councilmember Jim Strickland,13939,240,0.24,  , http://tn-shelbycountyelection.civicplus.com/Archive/ViewFile/Item/745, Mayor, IndyGeorgia,6738,15.48, General Election,2016,1,2020.0,1.0,2015,10, Tennessee , Shelby , Memphis ,0.62,2800.0
4941,796324, http://acwharton.com/, Nonpartisan,92, (I) Mayor A C Wharton,6646,171,0.17,  , http://tn-shelbycountyelection.civicplus.com/Archive/ViewFile/Item/745, Mayor, IndyGeorgia,6738,15.48, General Election,2016,1,2020.0,1.0,2015,10, Tennessee , Shelby , Memphis ,0.62,2800.0
4942,796324, http://www.haroldcollins.com/, Nonpartisan,92, City Councilmember Harold Collins,163335,119,0.12,  , http://tn-shelbycountyelection.civicplus.com/Archive/ViewFile/Item/745, Mayor, IndyGeorgia,6738,15.48, General Election,2016,1,2020.0,1.0,2015,10, Tennessee , Shelby , Memphis ,0.62,2800.0
4943,796324, , Nonpartisan,92, Mike Williams,359560,92,0.09,  , http://tn-shelbycountyelection.civicplus.com/Archive/ViewFile/Item/745, Mayor, IndyGeorgia,6738,15.48, General Election,2016,1,2020.0,1.0,2015,10, Tennessee , Shelby , Memphis ,0.62,2800.0
4944,796324, http://memphistn.gov/framework.aspx?page=785, Nonpartisan,92, Sharon A. Webb,156968,,,  , http://tn-shelbycountyelection.civicplus.com/Archive/ViewFile/Item/745, Mayor, IndyGeorgia,6738,15.48, General Election,2016,1,2020.0,1.0,2015,10, Tennessee , Shelby , Memphis ,0.62,2800.0
5002,38979, http://www.alexpenelas2004.com/, Nonpartisan,92, County Commissioner Alex Penelas,6419,741,0.28, , http://www.miamidade.gov/elections/results/ele96247/sep996.txt, County Mayor, Qbanito,391,,,1996,12,2000.0,12.0,1996,9, Florida , Miami-Dade , Miami-Dade ,0.88,151.0
5003,38979, http://www.ci.miami.fl.us/City_Officials/Comm_Teele/aetbio.html, Nonpartisan,92," County Commissioner Arthur E. Teele, Jr.",21965,636,0.24, , http://www.miamidade.gov/elections/results/ele96247/sep996.txt, County Mayor, Qbanito,391,,,1996,12,2000.0,12.0,1996,9, Florida , Miami-Dade , Miami-Dade ,0.88,151.0
5004,38979, http://www.ferre2010.com, Nonpartisan,92, County Commissioner Maurice A. Ferre,22001,535,0.2, , http://www.miamidade.gov/elections/results/ele96247/sep996.txt, County Mayor, Qbanito,391,,,1996,12,2000.0,12.0,1996,9, Florida , Miami-Dade , Miami-Dade ,0.88,151.0
5005,38979, , Nonpartisan,92, Mayor Xavier Suarez,22002,429,0.16, , http://www.miamidade.gov/elections/results/ele96247/sep996.txt, County Mayor, Qbanito,391,,,1996,12,2000.0,12.0,1996,9, Florida , Miami-Dade , Miami-Dade ,0.88,151.0
5006,38979, , Nonpartisan,92, William Perry,194041,,, , http://www.miamidade.gov/elections/results/ele96247/sep996.txt, County Mayor, Qbanito,391,,,1996,12,2000.0,12.0,1996,9, Florida , Miami-Dade , Miami-Dade ,0.88,151.0
5007,6773, http://www.alexpenelas2004.com/, Nonpartisan,92, (I) County Mayor Alex Penelas,6419,"1,606",0.62, , , County Mayor, Qbanito,391,31.9, General Election,2000,12,2004.0,12.0,2000,9, Florida , Miami-Dade , Miami-Dade ,1.5,31.0
5008,6773, , Nonpartisan,92, County Commissioner Miguel Diaz de la Portilla,6990,"1,274",0.49, , , County Mayor, Qbanito,391,31.9, General Election,2000,12,2004.0,12.0,2000,9, Florida , Miami-Dade , Miami-Dade ,1.5,31.0
5009,6773, http://www.loveformayor.com/, Nonpartisan,92, Jay Love,21964,"1,008",0.39, , , County Mayor, Qbanito,391,31.9, General Election,2000,12,2004.0,12.0,2000,9, Florida , Miami-Dade , Miami-Dade ,1.5,31.0
5010,6773, , Nonpartisan,92, Al Woods,11630,,, , , County Mayor, Qbanito,391,31.9, General Election,2000,12,2004.0,12.0,2000,9, Florida , Miami-Dade , Miami-Dade ,1.5,31.0
5013,30532, , Nonpartisan,92, Carlos Alvarez,30539,"3,350",1.17, , , County Mayor, Qbanito,391,29.17, Primary Election,2004,12,2008.0,12.0,2004,8, Florida , Miami-Dade , Miami-Dade ,1.17,113.0
5014,30532, http://www.jimmy2004.com, Nonpartisan,92, County Commissioner Jimmy Morales,15293,,, , , County Mayor, Qbanito,391,29.17, Primary Election,2004,12,2008.0,12.0,2004,8, Florida , Miami-Dade , Miami-Dade ,1.17,113.0
5017,729116, , Nonpartisan,92, Mayor Julio Robaina,24997,"2,377",1.27, , http://results.enr.clarityelections.com/FL/Dade/30809/45289/en/summary.html, County Mayor, 00,8014,7.46, Nonpartisan Primary Election,2011,6,2013.0,1.0,2011,5, Florida , Miami-Dade , Miami-Dade ,3.53,2313.0
5018,729116, , Nonpartisan,92, County Commissioner Carlos Gimenez,130561,"2,224",1.19, , http://results.enr.clarityelections.com/FL/Dade/30809/45289/en/summary.html, County Mayor, 00,8014,7.46, Nonpartisan Primary Election,2011,6,2013.0,1.0,2011,5, Florida , Miami-Dade , Miami-Dade ,3.53,2313.0
5019,729116, , Nonpartisan,92, St. Rep. Marcelo Llorente,5337,"1,242",0.67, , http://results.enr.clarityelections.com/FL/Dade/30809/45289/en/summary.html, County Mayor, 00,8014,7.46, Nonpartisan Primary Election,2011,6,2013.0,1.0,2011,5, Florida , Miami-Dade , Miami-Dade ,3.53,2313.0
5020,729116, , Nonpartisan,92," Luther ""Luke"" Campbell",268279,747,0.4, , http://results.enr.clarityelections.com/FL/Dade/30809/45289/en/summary.html, County Mayor, 00,8014,7.46, Nonpartisan Primary Election,2011,6,2013.0,1.0,2011,5, Florida , Miami-Dade , Miami-Dade ,3.53,2313.0
5021,729116, , Nonpartisan,92, Roosevelt Bradley,268278,,, , http://results.enr.clarityelections.com/FL/Dade/30809/45289/en/summary.html, County Mayor, 00,8014,7.46, Nonpartisan Primary Election,2011,6,2013.0,1.0,2011,5, Florida , Miami-Dade , Miami-Dade ,3.53,2313.0
5160,607957, http://www.ferre2010.com, Nonpartisan,92, Maurice A. Ferre,22001,0,0.0, ," http://news.google.com/newspapers?id=Eb4lAAAAIBAJ&sjid=lvMFAAAAIBAJ&pg=2041,3282927&dq=ferre+votes+official&hl=en", Mayor, RBH,1989,,,1973,12,1975.0,12.0,1973,11, Florida , Miami-Dade , Miami ,0.0,1942.0
5161,607957, , Nonpartisan,92, Others,191,,, ," http://news.google.com/newspapers?id=Eb4lAAAAIBAJ&sjid=lvMFAAAAIBAJ&pg=2041,3282927&dq=ferre+votes+official&hl=en", Mayor, RBH,1989,,,1973,12,1975.0,12.0,1973,11, Florida , Miami-Dade , Miami ,0.0,1942.0
5182,457690, , Nonpartisan,92, Xavier Suarez,22002,211,0.38, Miami Herald - 11/7/85, , Mayor, RBH,1989,,,1985,11,1989.0,11.0,1985,11, Florida , Miami-Dade , Miami ,1.02,1256.0
5183,457690, , Nonpartisan,92, Raul Masvidal,191098,122,0.22, Miami Herald - 11/7/85, , Mayor, RBH,1989,,,1985,11,1989.0,11.0,1985,11, Florida , Miami-Dade , Miami ,1.02,1256.0
5184,457690, http://www.ferre2010.com, Nonpartisan,92, (I) Mayor Maurice A. Ferre,22001,120,0.21, Miami Herald - 11/7/85, , Mayor, RBH,1989,,,1985,11,1989.0,11.0,1985,11, Florida , Miami-Dade , Miami ,1.02,1256.0
5185,457690, , Nonpartisan,92, Marvin Dunn,155166,118,0.21, Miami Herald - 11/7/85, , Mayor, RBH,1989,,,1985,11,1989.0,11.0,1985,11, Florida , Miami-Dade , Miami ,1.02,1256.0
5186,457690, , Nonpartisan,92, Manuel Benitez,191103,,, Miami Herald - 11/7/85, , Mayor, RBH,1989,,,1985,11,1989.0,11.0,1985,11, Florida , Miami-Dade , Miami ,1.02,1256.0
5218,371943, http://www.ferre2010.com, Nonpartisan,92, County Commissioner Maurice A. Ferre,22001,290,0.64, , http://elections.miamidade.gov/Ele01310/RACE010.HTML, Mayor, RBH,1989,12.57, Primary Election,2002,1,2006.0,1.0,2001,11, Florida , Miami-Dade , Miami ,0.95,1034.0
5219,371943, http://www.ci.miami.fl.us/, Nonpartisan,92, Manny Diaz,22879,93,0.2, , http://elections.miamidade.gov/Ele01310/RACE010.HTML, Mayor, RBH,1989,12.57, Primary Election,2002,1,2006.0,1.0,2001,11, Florida , Miami-Dade , Miami ,0.95,1034.0
5220,371943, , Nonpartisan,92, (I) Mayor Joe Carollo,24380,49,0.11, , http://elections.miamidade.gov/Ele01310/RACE010.HTML, Mayor, RBH,1989,12.57, Primary Election,2002,1,2006.0,1.0,2001,11, Florida , Miami-Dade , Miami ,0.95,1034.0
5221,371943, , Nonpartisan,92, Jose Garcia-Pedrosa,151840,,, , http://elections.miamidade.gov/Ele01310/RACE010.HTML, Mayor, RBH,1989,12.57, Primary Election,2002,1,2006.0,1.0,2001,11, Florida , Miami-Dade , Miami ,0.95,1034.0
5285,232316, , Nonpartisan,92, (I) Mayor Marvin Pratt,93259,814,0.6, , http://www.jsonline.com/news/election2004/feb04/mil-JS-prim-results.asp, Mayor, Thomas Walker,334,22.75, Primary Election,2004,4,2008.0,4.0,2004,2, Wisconsin , Milwaukee , Milwaukee ,1.59,575.0
5286,232316, http://www.barrettforwisconsin.com/, Nonpartisan,92, Rep. Tom Barrett,1922,789,0.58, , http://www.jsonline.com/news/election2004/feb04/mil-JS-prim-results.asp, Mayor, Thomas Walker,334,22.75, Primary Election,2004,4,2008.0,4.0,2004,2, Wisconsin , Milwaukee , Milwaukee ,1.59,575.0
5287,232316, http://www.county.milwaukee.gov/OfficeoftheSheriff7719.htm, Nonpartisan,92," Sheriff David A. Clarke, Jr.",45035,557,0.41, , http://www.jsonline.com/news/election2004/feb04/mil-JS-prim-results.asp, Mayor, Thomas Walker,334,22.75, Primary Election,2004,4,2008.0,4.0,2004,2, Wisconsin , Milwaukee , Milwaukee ,1.59,575.0
5288,232316, , Nonpartisan,92, Thomas G. Nardelli,93260,,, , http://www.jsonline.com/news/election2004/feb04/mil-JS-prim-results.asp, Mayor, Thomas Walker,334,22.75, Primary Election,2004,4,2008.0,4.0,2004,2, Wisconsin , Milwaukee , Milwaukee ,1.59,575.0
5383,485638, , DemocraticFarmerLabor,70, Sharon Sayles Belton,8292,259,0.51,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5384,485638, , DemocraticFarmerLabor,70, John E. Derus,41188,231,0.46,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5385,485638, , DemocraticFarmerLabor,70, Steve Cramer,200133,227,0.45,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5386,485638, , DemocraticFarmerLabor,70," Richard ""Rip"" Rapson",200134,198,0.39,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5387,485638, , DemocraticFarmerLabor,70," St. Rep. Richard H. ""Jeff"" Jefferson",39122,188,0.37,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5388,485638, , DemocraticFarmerLabor,70, John Wodele,201400,111,0.22,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5389,485638, , Republican,2, George E. Grant,200137,109,0.22,"  Davis listed as ""Incumbent Removal Service"" Mesaros listed as ""LaRouche-Bevel Democrat""", http://www.ci.minneapolis.mn.us/elections/1993-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1994,1,1998.0,1.0,1993,9, Minnesota , Hennepin , Minneapolis ,2.62,1318.0
5392,485637, , DemocraticFarmerLabor,70, (I) Mayor Sharon Sayles Belton,8292,312,1.05, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5393,485637, , Independent,5, Barbara Carlson,21908,291,0.98, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5394,485637, http://www.dickfranson.com/us-senate.html, DemocraticFarmerLabor,70," City Councilmember Richard ""Dick"" Franson",40472,67,0.23, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5395,485637, , Other,80, Paul Moberg,200124,55,0.18, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5396,485637, , Republican,2, Edward Ruf,200122,54,0.18, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5397,485637, , Independent,5, Mark Koscielski,105751,54,0.18, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5398,485637, , Grassroots,18, Dave Wiester,200128,30,0.1, , http://www.ci.minneapolis.mn.us/elections/1997-Primary-Election-Results.pdf, Mayor, RBH,1989,,,1998,1,2002.0,1.0,1997,9, Minnesota , Hennepin , Minneapolis ,2.9,1317.0
5401,485636, http://www.mayorrtrybak.com/, Nonpartisan,92, R. T. Rybak,8294,223,0.38, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5402,485636, , Nonpartisan,92, (I) Mayor Sharon Sayles Belton,8292,202,0.34, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5403,485636, , Nonpartisan,92, City Councilmember Lisa McDonald,200111,183,0.31, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5404,485636, , Nonpartisan,92, Mark Stenglein,200110,160,0.27, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5405,485636, , Nonpartisan,92, Rodney Johari,178709,143,0.24, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5406,485636, http://www.lesliedavis.com/, Nonpartisan,92, Leslie Davis,22035,132,0.22, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5407,485636, , Nonpartisan,92, Marcus Harcus,105754,114,0.19, , http://www.ci.minneapolis.mn.us/elections/2001-Primary-Election-Results.html, Mayor, RBH,1989,15.49, Primary Election,2002,1,2006.0,1.0,2001,9, Minnesota , Hennepin , Minneapolis ,1.95,1316.0
5408,154964, http://www.mayorrtrybak.com/, Nonpartisan,92, (I) Mayor R. T. Rybak,8294,147,0.44, , http://www.skywaynews.net/articles/2005/09/19/news/news08.txt, Mayor, Eric,414,8.68, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,9, Minnesota , Hennepin , Minneapolis ,1.77,426.0
5409,154964, , Nonpartisan,92, County Commissioner Peter McLaughlin,66666,140,0.42, , http://www.skywaynews.net/articles/2005/09/19/news/news08.txt, Mayor, Eric,414,8.68, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,9, Minnesota , Hennepin , Minneapolis ,1.77,426.0
5410,154964, http://www.farheenhakeem.org/, Nonpartisan,92, Farheen Hakeem,86975,108,0.33, , http://www.skywaynews.net/articles/2005/09/19/news/news08.txt, Mayor, Eric,414,8.68, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,9, Minnesota , Hennepin , Minneapolis ,1.77,426.0
5411,154964, , Nonpartisan,92, Mark Koscielski,105751,101,0.3, , http://www.skywaynews.net/articles/2005/09/19/news/news08.txt, Mayor, Eric,414,8.68, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,9, Minnesota , Hennepin , Minneapolis ,1.77,426.0
5412,154964, , Nonpartisan,92, Don Johnson,105752,93,0.28, , http://www.skywaynews.net/articles/2005/09/19/news/news08.txt, Mayor, Eric,414,8.68, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,9, Minnesota , Hennepin , Minneapolis ,1.77,426.0
5413,154964, http://www.dickfranson.com/us-senate.html, Nonpartisan,92," City Councilmember Richard ""Dick"" Franson",40472,,, , http://www.skywaynews.net/articles/2005/09/19/news/news08.txt, Mayor, Eric,414,8.68, Nonpartisan Primary Election,2006,1,2010.0,1.0,2005,9, Minnesota , Hennepin , Minneapolis ,1.77,426.0
5417,304263, http://www.mayorrtrybak.com/, Nonpartisan,92, (I) Mayor R. T. Rybak,8294,357,0.79, , http://www.ci.minneapolis.mn.us/elections/may-web.asp, Mayor, Picimpalious,411,11.75, General Election,2010,1,2014.0,1.0,2009,11, Minnesota , Hennepin , Minneapolis ,2.13,899.0
5418,304263, http://www.papajohnkolstad.com, Nonpartisan,92," John ""Papa"" Kolstad",124535,232,0.52, , http://www.ci.minneapolis.mn.us/elections/may-web.asp, Mayor, Picimpalious,411,11.75, General Election,2010,1,2014.0,1.0,2009,11, Minnesota , Hennepin , Minneapolis ,2.13,899.0
5419,304263, http://www.truthtothepeople.org/, Nonpartisan,92, Al Flowers,215200,228,0.51, , http://www.ci.minneapolis.mn.us/elections/may-web.asp, Mayor, Picimpalious,411,11.75, General Election,2010,1,2014.0,1.0,2009,11, Minnesota , Hennepin , Minneapolis ,2.13,899.0
5420,304263, http://www.dickfranson.com/us-senate.html, Nonpartisan,92," City Councilmember Richard ""Dick"" Franson",40472,137,0.31, , http://www.ci.minneapolis.mn.us/elections/may-web.asp, Mayor, Picimpalious,411,11.75, General Election,2010,1,2014.0,1.0,2009,11, Minnesota , Hennepin , Minneapolis ,2.13,899.0
5421,304263, , Nonpartisan,92, Christopher Clark,219250,,, , http://www.ci.minneapolis.mn.us/elections/may-web.asp, Mayor, Picimpalious,411,11.75, General Election,2010,1,2014.0,1.0,2009,11, Minnesota , Hennepin , Minneapolis ,2.13,899.0
5422,784569, , Nonpartisan,92, City Councilmember Betsy Hodges,219247,"1,259",1.25, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5423,784569, http://www.markforminneapolis.com/, Nonpartisan,92, County Commissioner Mark Andrew,331443,"1,163",1.15, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5424,784569, , Nonpartisan,92, City Councilmember Don Samuels,62983,"1,106",1.1, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5425,784569, , Nonpartisan,92, Cam Winton,331449,817,0.81, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5426,784569, , Nonpartisan,92, City Councilmember Jackie Cherryhomes,88841,452,0.45, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5427,784569, http://www.fineformayor.com/, Nonpartisan,92, Bob Fine,336103,443,0.44, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5428,784569, , Nonpartisan,92, City Councilmember Dan Cohen,176539,415,0.41, , , Mayor, RBH,1989,26.36, General Election,2014,1,2018.0,1.0,2013,11, Minnesota , Hennepin , Minneapolis ,5.61,2660.0
5499,452225, , Nonpartisan,92, Emory M. Folmar,7865,403,1.63, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5500,452225, , Nonpartisan,92, Frank Sego,206085,349,1.41, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5501,452225, , Nonpartisan,92, Barbara P. Mays,206077,303,1.22, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5502,452225, , Nonpartisan,92, Raymond C. Weaver,206103,237,0.96, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5503,452225, , Nonpartisan,92, William H. Crane,206067,161,0.65, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5504,452225, , Nonpartisan,92, Edward V. Von Gehren,206101,124,0.5, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5505,452225, , Nonpartisan,92, Bill Boyett,206064,120,0.49, , http://www.montgomeryadvertiser.com/article/20081124/NEWS01/811240310/1007/rss02, Mayor, Thomas Walker,334,,,1977,4,1980.0,1.0,1977,4, Alabama , Montgomery , Montgomery ,6.86,1230.0
5580,6639, , Nonpartisan,92, Bill Purcell,6772,203,0.2, , http://www.smartvoter.org/1999aug/tn/dv/race/101/, Mayor, COSDem,15,,,1999,10,2003.0,10.0,1999,8, Tennessee , Davidson , Nashville ,0.37,22.0
5581,6639, , Nonpartisan,92, Mayor Richard Fulton,6773,104,0.1, , http://www.smartvoter.org/1999aug/tn/dv/race/101/, Mayor, COSDem,15,,,1999,10,2003.0,10.0,1999,8, Tennessee , Davidson , Nashville ,0.37,22.0
5582,6639, http://www.bonelaw.com/attorney.directory/west.html, Nonpartisan,92, Jay West,6774,67,0.07, , http://www.smartvoter.org/1999aug/tn/dv/race/101/, Mayor, COSDem,15,,,1999,10,2003.0,10.0,1999,8, Tennessee , Davidson , Nashville ,0.37,22.0
5583,6639, , Nonpartisan,92, Murray J. Philip,135193,,, , http://www.smartvoter.org/1999aug/tn/dv/race/101/, Mayor, COSDem,15,,,1999,10,2003.0,10.0,1999,8, Tennessee , Davidson , Nashville ,0.37,22.0
5606,801902, , Nonpartisan,92, City Councilmember Megan Barry,346390,62,0.06, , http://www.nashville.gov/Election-Commission/About/Historical-Information/Election-Returns/150806.aspx, Mayor, RP,1,16.2, General Election - Requires Run-Off,2015,9,2019.0,9.0,2015,8, Tennessee , Davidson , Nashville ,0.06,2844.0
5607,801902, https://www.foxfornashville.com/, Nonpartisan,92, David Fox,348158,,, , http://www.nashville.gov/Election-Commission/About/Historical-Information/Election-Returns/150806.aspx, Mayor, RP,1,16.2, General Election - Requires Run-Off,2015,9,2019.0,9.0,2015,8, Tennessee , Davidson , Nashville ,0.06,2844.0
5753,548576, , Democratic,1," Adrian G. Duplantier, Jr.",216905,126,0.08, ," http://en.wikipedia.org/wiki/New_Orleans_mayoral_election,_1962", Mayor, RBH,1989,26.75, Democratic Primary Election,1962,5,1966.0,5.0,1962,1, Louisiana , Orleans , New Orleans ,0.08,1585.0
